1,1,1,6
1,1,2,11
1,1,3,5
1,1,4,6
1,1,5,3
1,1,6,5
1,1,7,10
1,1,8,9
1,1,9,4
1,1,10,-5
1,1,11,1
1,1,12,5
1,1,13,4
1,1,14,12
1,1,15,3
1,1,16,3
1,1,17,2
1,1,18,4
1,1,19,-2
1,1,20,-2
1,1,21,3
1,1,22,3
1,1,23,7
1,1,24,11
1,1,25,11
1,1,26,14
1,1,27,15
1,1,28,15
1,1,29,10
1,1,30,4
1,1,31,2
1,1,32,6
1,1,33,8
1,1,34,2
1,1,35,-1
1,1,36,16
1,1,37,11
1,1,38,10
1,1,39,12
1,1,40,18
1,1,41,14
1,1,42,17
1,1,43,16
1,1,44,11
1,1,45,14
1,1,46,21
1,1,47,20
1,1,48,23
1,1,49,21
1,1,50,25
1,1,51,34
1,1,52,36
1,1,53,36
1,1,54,32
1,1,55,34
1,1,56,35
1,1,57,40
1,1,58,34
1,1,59,28
1,1,60,14
1,1,61,14
1,1,62,9
1,1,63,16
1,1,64,17
1,1,65,15
1,1,66,18
1,1,67,25
1,1,68,33
1,1,69,27
1,1,70,21
1,1,71,13
1,1,72,16
1,1,73,17
1,1,74,10
1,1,75,10
1,1,76,23
1,1,77,15
1,1,78,22
1,1,79,13
1,1,80,19
1,1,81,14
1,1,82,19
1,1,83,20
1,1,84,31
1,1,85,24
1,1,86,28
1,1,87,17
1,1,88,19
1,1,89,18
1,1,90,15
1,1,91,17
1,1,92,24
1,1,93,20
1,1,94,22
1,1,95,21
1,1,96,21
1,1,97,9
1,1,98,14
1,1,99,18
1,1,100,18
1,1,101,22
1,1,102,31
1,1,103,25
1,1,104,37
1,1,105,40
1,1,106,29
1,1,107,33
1,1,108,35
1,1,109,31
1,1,110,33
1,1,111,26
1,1,112,31
1,1,113,26
1,1,114,34
1,1,115,30
1,1,116,28
1,1,117,26
1,1,118,16
1,1,119,20
1,1,120,17
1,1,121,10
1,1,122,7
1,1,123,10
1,1,124,19
1,1,125,20
1,1,126,32
1,1,127,26
1,1,128,19
1,1,129,22
1,1,130,13
1,1,131,15
1,1,132,13
1,1,133,18
1,1,134,19
1,1,135,14
1,1,136,11
1,1,137,7
1,1,138,11
1,1,139,2
1,1,140,5
1,1,141,6
1,1,142,6
1,1,143,4
1,1,144,-6
1,1,145,-5
1,1,146,4
1,1,147,7
1,1,148,13
1,1,149,5
1,1,150,10
1,1,151,19
1,1,152,24
1,1,153,23
1,1,154,22
1,1,155,27
